0.75,0.05,0.05,0.05,0.05,0.05
0.75,0.05,0.05,0.05,0.05,0.05
0.75,0.05,0.05,0.05,0.05,0.05
0.75,0.09363389979,0.03333333332,-0.00393446629,0.03333333331,0.09363389979
0.75,0.1166666667,0.07060113298,-0.003934466287,-0.003934466282,0.07060113291
0.75,0.09363389979,0.09363389979,0.03333333332,-0.00393446621,0.03333333338
0.6666666667,0.1666666667,0,0,0,0.1666666666
0.6666666667,0.3333333333,0,0,0,0
0.6666666667,0.1666666667,0.1666666667,0,0,0
0.5,0.25,0,0,0,0.25
0.5,0.5,0,0,0,0
0.5,0.25,0.25,0,0,0
0.75,0.05,0.05,0.05,0.05,0.05
0.75,0.05,0.05,0.05,0.05,0.05
0.75,0.05,0.05,0.05,0.05,0.05
0.75,0.09363389979,0.09363389979,0.03333333332,-0.00393446621,0.03333333332
0.75,0.07060113298,0.1166666667,0.07060113298,-0.003934466287,-0.003934466281
0.75,0.03333333332,0.09363389979,0.09363389979,0.03333333332,-0.00393446622
0.6666666667,0.1666666667,0.1666666667,0,0,0
0.6666666667,0,0.3333333333,0,0,0
0.6666666667,0,0.1666666667,0.1666666667,0,0
0.5,0.25,0.25,0,0,0
0.5,0,0.5,0,0,0
0.5,0,0.25,0.25,0,0
0.75,0.05,0.05,0.05,0.05,0.05
0.75,0.05,0.05,0.05,0.05,0.05
0.75,0.05,0.05,0.05,0.05,0.05
0.75,0.03333333332,0.09363389979,0.09363389979,0.03333333332,-0.00393446629
0.75,-0.003934466287,0.07060113298,0.1166666667,0.07060113298,-0.003934466287
0.75,-0.00393446629,0.03333333332,0.09363389979,0.09363389979,0.03333333332
0.6666666667,0,0.1666666667,0.1666666667,0,0
0.6666666667,0,0,0.3333333333,0,0
0.6666666667,0,0,0.1666666667,0.1666666667,0
0.5,0,0.25,0.25,0,0
0.5,0,0,0.5,0,0
0.5,0,0,0.25,0.25,0
0.75,0.05,0.05,0.05,0.05,0.05
0.75,0.05,0.05,0.05,0.05,0.05
0.75,0.05,0.05,0.05,0.05,0.05
0.75,-0.00393446629,0.03333333332,0.09363389979,0.09363389979,0.03333333332
0.75,-0.003934466287,-0.003934466287,0.07060113298,0.1166666667,0.07060113298
0.75,0.03333333332,-0.00393446629,0.03333333332,0.09363389979,0.09363389979
0.6666666667,0,0,0.1666666667,0.1666666667,0
0.6666666667,0,0,0,0.3333333333,0
0.6666666667,0,0,0,0.1666666667,0.1666666667
0.5,0,0,0.25,0.25,0
0.5,0,0,0,0.5,0
0.5,0,0,0,0.25,0.25
0.75,0.05,0.05,0.05,0.05,0.05
0.75,0.05,0.05,0.05,0.05,0.05
0.75,0.05,0.05,0.05,0.05,0.05
0.75,0.03333333332,-0.00393446629,0.03333333332,0.09363389979,0.09363389979
0.75,0.07060113298,-0.003934466287,-0.003934466287,0.07060113298,0.1166666667
0.75,0.09363389979,0.03333333332,-0.00393446629,0.03333333332,0.09363389979
0.6666666667,0,0,0,0.1666666667,0.1666666667
0.6666666667,0,0,0,0,0.3333333333
0.6666666667,0.1666666667,0,0,0,0.1666666667
0.5,0,0,0,0.25,0.25
0.5,0,0,0,0,0.5
0.5,0.25,0,0,0,0.25
