.2500000000,.2500000000,.2500000000,.2500000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
.8333333333e-1,.8333333333e-1,.4166666667,.4166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,.4166666667,.4166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,.8333333333e-1,0,.8333333333e-1
0,0,.2500000000,.2500000000,0,0,0,0,0,0,0,0,0,0,0,0,0,.2500000000,0,.2500000000
.8333333333e-1,.4166666667,.8333333333e-1,.4166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-.2191262172e-1,.1388888889,.1388888889,.7441348439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,.1466289014e-1,.7689800437,0,0,0,0,0,0,0,0,0,0,0,0,0,.5262297753e-1,0,.1637340886
0,0,.8797734083e-2,.4912022659,0,0,0,0,0,0,0,0,0,0,0,0,0,.8797734083e-2,0,.4912022659
0,.4166666667,0,.4166666667,0,0,.8333333333e-1,.8333333333e-1,0,0,0,0,0,0,0,0,0,0,0,0
0,.1466289014e-1,0,.7689800437,0,0,.5262297753e-1,.1637340886,0,0,0,0,0,0,0,0,0,0,0,0
.3705811944e-1,-.8188750739e-1,-.8188750739e-1,.6361386205,.1145158869e-1,-.8149103008e-1,.1878896857e-1,.2547359769,-.2998064841e-1,.2529563839e-1,.8140692989e-1,-.3491828651e-1,-.2998064841e-1,.8140692989e-1,.2529563839e-1,-.3491828651e-1,.1145158869e-1,.1878896857e-1,-.8149103001e-1,.2547359769
.3054811104e-1,-.1028846781,-.4201785686e-1,.4335629457,-.1166834012e-1,-.3538803121e-1,.6309655427e-1,.1384262135,-.3775954182e-1,.6719401186e-1,.6719401186e-1,-.4397831835e-1,-.1166834012e-1,.6309655427e-1,-.3538803121e-1,.1384262135,.3054811104e-1,-.4201785686e-1,-.1028846782,.4335629451
0,.2500000000,0,.2500000000,0,0,.2500000000,.2500000000,0,0,0,0,0,0,0,0,0,0,0,0
0,.8797734083e-2,0,.4912022659,0,0,.8797734083e-2,.4912022659,0,0,0,0,0,0,0,0,0,0,0,0
.3054811104e-1,-.4201785686e-1,-.1028846781,.4335629457,.3054811104e-1,-.1028846781,-.4201785686e-1,.4335629457,-.1166834012e-1,-.3538803121e-1,.6309655427e-1,.1384262135,-.3775954182e-1,.6719401186e-1,.6719401186e-1,-.4397831835e-1,-.1166834012e-1,.6309655427e-1,-.3538803121e-1,.1384262138
0,-.1000000000e-1,-.1000000000e-1,.2200000000,0,-.1000000000e-1,-.1000000000e-1,.2200000000,0,-.1000000000e-1,-.1000000000e-1,.2200000000,0,-.1000000000e-1,-.1000000000e-1,.2200000000,0,-.1000000000e-1,-.1000000000e-1,.2200000006
0,0,0,0,.2500000000,.2500000000,.2500000000,.2500000000,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,.8333333333e-1,.8333333333e-1,.4166666667,.4166666667,0,0,0,0,0,0,0,0,0,0,0,0
0,.8333333333e-1,0,.8333333333e-1,0,0,.4166666667,.4166666667,0,0,0,0,0,0,0,0,0,0,0,0
0,.2500000000,0,.2500000000,0,0,.2500000000,.2500000000,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,.8333333333e-1,.4166666667,.8333333333e-1,.4166666667,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-.2191262172e-1,.1388888889,.1388888889,.7441348439,0,0,0,0,0,0,0,0,0,0,0,0
0,.5262297753e-1,0,.1637340886,0,0,.1466289014e-1,.7689800437,0,0,0,0,0,0,0,0,0,0,0,0
0,.8797734083e-2,0,.4912022659,0,0,.8797734083e-2,.4912022659,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,.4166666667,0,.4166666667,0,0,.8333333333e-1,.8333333333e-1,0,0,0,0,0,0,0,0
0,0,0,0,0,.1466289014e-1,0,.7689800437,0,0,.5262297753e-1,.1637340886,0,0,0,0,0,0,0,0
.1145158869e-1,.1878896857e-1,-.8149103008e-1,.2547359769,.3705811944e-1,-.8188750739e-1,-.8188750739e-1,.6361386205,.1145158869e-1,-.8149103008e-1,.1878896857e-1,.2547359769,-.2998064841e-1,.2529563839e-1,.8140692989e-1,-.3491828651e-1,-.2998064841e-1,.8140692989e-1,.2529563831e-1,-.3491828652e-1
.3054811104e-1,-.4201785686e-1,-.1028846781,.4335629457,.3054811104e-1,-.1028846781,-.4201785686e-1,.4335629457,-.1166834012e-1,-.3538803121e-1,.6309655427e-1,.1384262135,-.3775954182e-1,.6719401186e-1,.6719401186e-1,-.4397831835e-1,-.1166834012e-1,.6309655427e-1,-.3538803121e-1,.1384262131
0,0,0,0,0,.2500000000,0,.2500000000,0,0,.2500000000,.2500000000,0,0,0,0,0,0,0,0
0,0,0,0,0,.8797734083e-2,0,.4912022659,0,0,.8797734083e-2,.4912022659,0,0,0,0,0,0,0,0
-.1166834012e-1,.6309655427e-1,-.3538803121e-1,.1384262135,.3054811104e-1,-.4201785686e-1,-.1028846781,.4335629457,.3054811104e-1,-.1028846781,-.4201785686e-1,.4335629457,-.1166834012e-1,-.3538803121e-1,.6309655427e-1,.1384262135,-.3775954182e-1,.6719401186e-1,.6719401186e-1,-.4397831832e-1
0,-.1000000000e-1,-.1000000000e-1,.2200000000,0,-.1000000000e-1,-.1000000000e-1,.2200000000,0,-.1000000000e-1,-.1000000000e-1,.2200000000,0,-.1000000000e-1,-.1000000000e-1,.2200000000,0,-.1000000000e-1,-.1000000000e-1,.2200000000
0,0,0,0,0,0,0,0,.2500000000,.2500000000,.2500000000,.2500000000,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,.8333333333e-1,.8333333333e-1,.4166666667,.4166666667,0,0,0,0,0,0,0,0
0,0,0,0,0,.8333333333e-1,0,.8333333333e-1,0,0,.4166666667,.4166666667,0,0,0,0,0,0,0,0
0,0,0,0,0,.2500000000,0,.2500000000,0,0,.2500000000,.2500000000,0,0,0,0,0,0,0,0
